DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'09-Jun-2018 17:00:00',11.35,0.0,86.33,0.000,3.92,1.22
'09-Jun-2018 18:00:00',10.18,0.0,91.20,0.000,0.00,1.16
'09-Jun-2018 19:00:00',9.48,0.0,92.23,0.000,0.00,1.12
'09-Jun-2018 20:00:00',8.68,0.0,93.55,0.000,0.00,1.06
'09-Jun-2018 21:00:00',8.04,0.0,94.28,0.000,0.00,1.02
'09-Jun-2018 22:00:00',7.74,0.0,94.85,0.000,0.00,1.01
'09-Jun-2018 23:00:00',8.48,0.0,95.18,0.000,0.00,1.06
'10-Jun-2018 00:00:00',9.06,0.0,94.00,0.000,0.00,1.10
'10-Jun-2018 01:00:00',9.19,0.0,90.53,0.000,0.00,1.07
'10-Jun-2018 02:00:00',7.90,0.0,92.13,0.000,0.00,0.99
'10-Jun-2018 03:00:00',7.47,0.0,93.33,0.000,0.00,0.97
'10-Jun-2018 04:00:00',6.71,0.0,93.45,0.023,0.00,0.92
'10-Jun-2018 05:00:00',5.74,0.0,93.75,0.000,0.00,0.86
'10-Jun-2018 06:00:00',5.27,0.0,94.20,0.000,0.00,0.83
'10-Jun-2018 07:00:00',4.35,0.0,94.43,0.000,1.14,0.78
'10-Jun-2018 08:00:00',4.51,0.0,94.93,0.042,24.85,0.80
'10-Jun-2018 09:00:00',5.83,0.0,95.45,0.015,74.36,0.88
'10-Jun-2018 10:00:00',7.53,0.0,95.75,0.032,193.09,1.00
'10-Jun-2018 11:00:00',11.11,0.0,86.60,0.514,318.71,1.22
'10-Jun-2018 12:00:00',13.56,0.0,71.32,0.991,359.44,1.28
'10-Jun-2018 13:00:00',14.63,0.0,67.04,0.807,354.81,1.35
'10-Jun-2018 14:00:00',15.34,0.0,63.18,0.500,306.88,1.39
'10-Jun-2018 15:00:00',15.21,0.0,66.98,0.691,221.63,1.41
'10-Jun-2018 16:00:00',13.80,0.0,76.12,0.131,40.41,1.35
'10-Jun-2018 17:00:00',11.78,0.0,85.05,0.000,3.76,1.25
'10-Jun-2018 18:00:00',9.82,0.0,91.45,0.000,0.00,1.14
'10-Jun-2018 19:00:00',8.82,0.0,93.63,0.000,0.00,1.07
'10-Jun-2018 20:00:00',8.11,0.0,94.28,0.000,0.00,1.03
'10-Jun-2018 21:00:00',8.13,0.0,94.88,0.000,0.00,1.03
'10-Jun-2018 22:00:00',7.32,0.0,94.53,0.000,0.00,0.97
'10-Jun-2018 23:00:00',6.64,0.0,95.00,0.000,0.00,0.93
'11-Jun-2018 00:00:00',5.97,0.0,95.20,0.000,0.00,0.89
'11-Jun-2018 01:00:00',5.89,0.0,95.50,0.000,0.00,0.89
'11-Jun-2018 02:00:00',5.25,0.0,95.45,0.000,0.00,0.85
'11-Jun-2018 03:00:00',4.73,0.0,95.65,0.000,0.00,0.82
'11-Jun-2018 04:00:00',5.01,0.0,95.75,0.000,0.00,0.83
'11-Jun-2018 05:00:00',4.20,0.0,95.73,0.000,0.00,0.79
'11-Jun-2018 06:00:00',3.71,0.0,95.83,0.000,0.00,0.76
'11-Jun-2018 07:00:00',3.80,0.0,95.93,0.000,1.06,0.76
'11-Jun-2018 08:00:00',3.74,0.0,96.00,0.000,29.49,0.76
'11-Jun-2018 09:00:00',6.97,0.0,96.08,0.000,89.04,0.97
'11-Jun-2018 10:00:00',10.65,0.0,84.68,0.322,238.14,1.17
'11-Jun-2018 11:00:00',14.86,0.0,60.84,1.219,297.46,1.33
'11-Jun-2018 12:00:00',16.39,0.2,51.32,2.258,365.90,1.39
'11-Jun-2018 13:00:00',16.69,0.0,48.41,4.869,355.20,1.39
'11-Jun-2018 14:00:00',17.05,0.0,47.81,4.647,310.09,1.43
'11-Jun-2018 15:00:00',17.00,0.0,48.74,3.673,222.81,1.43
'11-Jun-2018 16:00:00',16.14,0.0,51.71,3.774,37.97,1.36
'11-Jun-2018 17:00:00',15.32,0.0,55.38,1.851,2.47,1.30
'11-Jun-2018 18:00:00',14.85,0.0,57.11,0.888,0.00,1.27
'11-Jun-2018 19:00:00',14.47,0.0,57.53,0.491,0.00,1.23
'11-Jun-2018 20:00:00',14.28,0.0,57.86,0.230,0.00,1.21
'11-Jun-2018 21:00:00',13.94,0.0,58.34,0.384,0.00,1.19
'11-Jun-2018 22:00:00',14.73,0.0,54.32,3.314,0.00,1.24
'11-Jun-2018 23:00:00',14.04,0.0,61.24,3.528,0.00,1.24
'12-Jun-2018 00:00:00',13.18,1.0,68.32,4.216,0.00,1.21
'12-Jun-2018 01:00:00',12.95,0.2,67.57,4.346,0.00,1.19
'12-Jun-2018 02:00:00',13.34,0.0,63.81,4.511,0.00,1.18
'12-Jun-2018 03:00:00',12.83,0.0,69.18,4.750,0.00,1.19
'12-Jun-2018 04:00:00',12.27,0.0,75.17,4.724,0.00,1.20
'12-Jun-2018 05:00:00',12.29,0.0,75.58,5.465,0.00,1.19
'12-Jun-2018 06:00:00',12.10,0.0,76.92,3.561,0.00,1.19
'12-Jun-2018 07:00:00',12.15,0.0,76.54,3.483,2.18,1.19
'12-Jun-2018 08:00:00',12.56,0.0,75.54,3.377,27.31,1.22
'12-Jun-2018 09:00:00',12.86,0.0,74.46,4.307,48.50,1.24
'12-Jun-2018 10:00:00',13.99,0.0,69.47,5.164,186.25,1.31
'12-Jun-2018 11:00:00',14.66,0.0,66.48,5.093,240.36,1.34
'12-Jun-2018 12:00:00',14.83,0.0,65.63,4.502,152.09,1.35
'12-Jun-2018 13:00:00',15.46,0.0,62.37,5.054,335.56,1.39
'12-Jun-2018 14:00:00',15.46,0.2,61.70,4.837,180.75,1.38
'12-Jun-2018 15:00:00',15.15,0.0,63.70,4.442,101.85,1.37
'12-Jun-2018 16:00:00',14.69,0.0,66.75,4.283,27.27,1.35
'12-Jun-2018 17:00:00',13.77,0.0,73.96,4.017,1.80,1.34
'12-Jun-2018 18:00:00',13.10,0.0,82.33,3.044,0.00,1.34
'12-Jun-2018 19:00:00',13.48,0.0,80.85,1.835,0.00,1.37
'12-Jun-2018 20:00:00',13.51,0.0,78.47,1.425,0.00,1.35
'12-Jun-2018 21:00:00',13.06,0.0,75.12,1.377,0.00,1.26
'12-Jun-2018 22:00:00',12.82,0.0,74.22,1.451,0.00,1.23
'12-Jun-2018 23:00:00',12.31,0.0,75.51,1.410,0.00,1.19
'13-Jun-2018 00:00:00',11.56,0.0,76.44,1.420,0.00,1.13
'13-Jun-2018 01:00:00',11.04,0.0,76.45,1.086,0.00,1.09
'13-Jun-2018 02:00:00',10.75,0.0,74.14,0.866,0.00,1.04
'13-Jun-2018 03:00:00',10.81,0.0,71.00,1.038,0.00,1.02
'13-Jun-2018 04:00:00',10.25,0.0,68.78,1.200,0.00,0.95
'13-Jun-2018 05:00:00',10.34,0.0,64.06,1.531,0.00,0.91
'13-Jun-2018 06:00:00',10.45,0.0,61.78,1.986,0.00,0.89
'13-Jun-2018 07:00:00',10.30,0.0,62.62,2.187,0.56,0.89
'13-Jun-2018 08:00:00',10.29,0.0,63.12,2.766,31.87,0.89
'13-Jun-2018 09:00:00',10.87,0.0,61.60,3.116,65.94,0.92
'13-Jun-2018 10:00:00',12.01,0.0,58.60,3.065,104.18,1.00
'13-Jun-2018 11:00:00',13.31,0.0,55.89,3.971,215.54,1.10
'13-Jun-2018 12:00:00',13.21,0.0,57.49,4.798,214.35,1.11
'13-Jun-2018 13:00:00',13.37,0.0,58.41,4.942,255.39,1.13
'13-Jun-2018 14:00:00',13.53,0.0,58.74,5.392,184.86,1.15
'13-Jun-2018 15:00:00',13.13,0.0,61.76,5.099,82.58,1.13
'13-Jun-2018 16:00:00',13.24,0.0,62.27,5.453,26.66,1.15
'13-Jun-2018 17:00:00',13.01,0.0,64.36,4.337,1.23,1.15
'13-Jun-2018 18:00:00',11.94,1.4,73.38,3.554,0.00,1.16
'13-Jun-2018 19:00:00',10.86,2.4,82.88,2.504,0.00,1.16
'13-Jun-2018 20:00:00',10.02,0.4,81.06,2.842,0.00,1.06
'13-Jun-2018 21:00:00',9.40,0.0,84.83,3.096,0.00,1.04
'13-Jun-2018 22:00:00',9.41,0.0,83.60,2.538,0.00,1.02
'13-Jun-2018 23:00:00',9.25,0.0,83.95,2.910,0.00,1.02
'14-Jun-2018 00:00:00',8.90,0.0,84.23,2.972,0.00,0.99
'14-Jun-2018 01:00:00',9.21,0.0,79.74,3.329,0.00,0.97
'14-Jun-2018 02:00:00',9.01,0.0,80.53,3.679,0.00,0.96
'14-Jun-2018 03:00:00',8.83,0.0,79.85,3.296,0.00,0.94
'14-Jun-2018 04:00:00',8.75,0.0,79.28,3.053,0.00,0.93
'14-Jun-2018 05:00:00',9.13,0.0,77.52,2.951,0.00,0.94
'14-Jun-2018 06:00:00',9.40,0.0,77.26,3.190,0.00,0.96
'14-Jun-2018 07:00:00',9.68,0.0,76.18,2.985,0.63,0.97
'14-Jun-2018 08:00:00',10.04,0.0,74.28,3.584,21.51,0.98
'14-Jun-2018 09:00:00',10.55,0.0,72.70,3.905,64.07,1.01
'14-Jun-2018 10:00:00',11.66,0.0,68.24,4.938,240.75,1.06
'14-Jun-2018 11:00:00',12.55,0.0,64.11,4.868,269.06,1.11
'14-Jun-2018 12:00:00',13.19,0.0,61.70,5.360,358.89,1.14
'14-Jun-2018 13:00:00',13.07,0.0,62.49,5.341,251.70,1.14
'14-Jun-2018 14:00:00',12.58,0.0,64.27,5.367,102.76,1.11
'14-Jun-2018 15:00:00',12.78,0.0,63.33,4.904,112.35,1.12
'14-Jun-2018 16:00:00',13.02,0.0,62.10,5.032,38.50,1.13
'14-Jun-2018 17:00:00',13.18,0.0,61.12,5.457,4.41,1.14
'14-Jun-2018 18:00:00',12.61,0.0,64.38,5.092,0.00,1.11
'14-Jun-2018 19:00:00',12.96,0.0,62.69,5.937,0.00,1.13
'14-Jun-2018 20:00:00',13.57,0.0,59.94,6.442,0.00,1.16
'14-Jun-2018 21:00:00',13.95,0.0,58.26,7.208,0.00,1.19
'14-Jun-2018 22:00:00',11.99,5.2,69.36,5.306,0.00,1.15
'14-Jun-2018 23:00:00',10.51,0.2,73.18,3.757,0.00,1.03
'15-Jun-2018 00:00:00',10.51,0.0,66.03,3.590,0.00,0.94
'15-Jun-2018 01:00:00',10.95,0.0,64.00,2.745,0.00,0.96
'15-Jun-2018 02:00:00',10.34,0.0,67.65,3.143,0.00,0.94
'15-Jun-2018 03:00:00',10.45,0.0,69.23,3.564,0.00,0.96
'15-Jun-2018 04:00:00',10.53,0.0,70.32,3.637,0.00,0.98
'15-Jun-2018 05:00:00',10.70,0.0,70.29,3.497,0.00,0.99
'15-Jun-2018 06:00:00',10.72,0.0,70.57,3.070,0.00,1.00
'15-Jun-2018 07:00:00',10.48,0.0,72.62,2.891,0.40,1.01
'15-Jun-2018 08:00:00',10.71,0.0,70.81,2.088,11.20,1.01
'15-Jun-2018 09:00:00',11.51,0.0,66.98,2.437,89.08,1.04
'15-Jun-2018 10:00:00',12.18,0.0,59.73,2.414,125.26,1.03
'15-Jun-2018 11:00:00',11.27,0.0,67.45,2.189,65.94,1.05
'15-Jun-2018 12:00:00',11.35,0.0,66.07,2.109,60.50,1.02
'15-Jun-2018 13:00:00',11.12,0.2,70.28,1.946,141.36,1.05
'15-Jun-2018 14:00:00',12.07,0.0,63.79,2.036,89.20,1.06
'15-Jun-2018 15:00:00',12.37,0.0,62.20,1.659,82.88,1.07
'15-Jun-2018 16:00:00',12.07,0.0,65.80,1.601,31.26,1.10
'15-Jun-2018 17:00:00',10.87,1.2,74.13,1.477,6.91,1.07
'15-Jun-2018 18:00:00',9.17,1.4,84.35,1.491,0.00,1.02
'15-Jun-2018 19:00:00',10.37,0.4,75.11,2.076,0.00,1.03
'15-Jun-2018 20:00:00',8.39,2.0,82.02,2.499,0.00,0.94
'15-Jun-2018 21:00:00',8.35,0.0,75.84,2.025,0.00,0.87
'15-Jun-2018 22:00:00',8.33,0.0,74.95,1.630,0.00,0.86
'15-Jun-2018 23:00:00',8.37,0.0,71.00,1.801,0.00,0.82
'16-Jun-2018 00:00:00',8.48,0.0,69.74,1.928,0.00,0.81
'16-Jun-2018 01:00:00',8.24,0.0,70.12,1.995,0.00,0.80
'16-Jun-2018 02:00:00',8.08,0.0,69.63,2.409,0.00,0.78
'16-Jun-2018 03:00:00',8.23,0.0,67.96,2.433,0.00,0.78
'16-Jun-2018 04:00:00',8.20,0.0,69.96,1.880,0.00,0.79
'16-Jun-2018 05:00:00',7.89,0.0,69.69,2.131,0.00,0.77
'16-Jun-2018 06:00:00',7.11,0.0,72.11,2.471,0.00,0.74
'16-Jun-2018 07:00:00',7.31,0.0,71.54,2.322,0.79,0.75
'16-Jun-2018 08:00:00',7.52,0.0,70.83,2.227,26.22,0.75
'16-Jun-2018 09:00:00',8.63,0.0,69.24,2.901,105.99,0.82
'16-Jun-2018 10:00:00',9.72,0.0,66.10,3.255,241.21,0.88
'16-Jun-2018 11:00:00',11.21,0.0,60.50,2.687,303.29,0.95
'16-Jun-2018 12:00:00',11.60,0.0,57.82,2.484,213.20,0.96
'16-Jun-2018 13:00:00',11.51,0.0,58.30,2.192,138.16,0.95
'16-Jun-2018 14:00:00',11.56,0.0,62.39,1.496,118.96,1.00
'16-Jun-2018 15:00:00',11.68,0.0,60.46,1.840,106.04,1.00
'16-Jun-2018 16:00:00',10.76,0.2,66.71,1.405,32.90,0.98
'16-Jun-2018 17:00:00',10.07,0.0,69.76,1.370,2.63,0.95
'16-Jun-2018 18:00:00',9.60,0.0,73.68,1.724,0.00,0.94
'16-Jun-2018 19:00:00',9.01,0.0,75.31,1.696,0.00,0.92
'16-Jun-2018 20:00:00',8.52,0.0,76.16,1.513,0.00,0.88
'16-Jun-2018 21:00:00',8.54,0.0,75.54,1.553,0.00,0.88
'16-Jun-2018 22:00:00',8.46,0.0,74.69,1.539,0.00,0.86
'16-Jun-2018 23:00:00',7.86,0.8,80.86,1.653,0.00,0.88
'17-Jun-2018 00:00:00',7.52,2.8,86.45,1.558,0.00,0.92
'17-Jun-2018 01:00:00',7.65,2.8,91.65,1.466,0.00,0.97
'17-Jun-2018 02:00:00',8.25,2.4,91.35,1.721,0.00,1.01
'17-Jun-2018 03:00:00',8.53,1.8,91.13,1.337,0.00,1.03
'17-Jun-2018 04:00:00',8.65,4.0,92.25,1.550,0.00,1.05
'17-Jun-2018 05:00:00',8.87,2.8,92.13,1.900,0.00,1.06
'17-Jun-2018 06:00:00',9.30,0.6,89.38,0.725,0.00,1.08
'17-Jun-2018 07:00:00',9.94,1.0,83.85,2.833,0.32,1.08
'17-Jun-2018 08:00:00',10.30,0.8,86.90,2.118,16.83,1.13
'17-Jun-2018 09:00:00',10.34,2.6,90.18,2.605,40.76,1.16
'17-Jun-2018 10:00:00',11.67,0.0,84.98,2.045,138.66,1.24
'17-Jun-2018 11:00:00',12.76,0.0,74.05,3.484,157.78,1.23
'17-Jun-2018 12:00:00',13.26,0.0,71.16,4.466,225.49,1.25
'17-Jun-2018 13:00:00',13.35,0.0,71.34,4.439,202.35,1.27
'17-Jun-2018 14:00:00',13.40,0.4,72.21,4.555,219.23,1.28
'17-Jun-2018 15:00:00',13.37,0.0,69.97,4.305,106.96,1.25
'17-Jun-2018 16:00:00',12.79,0.0,72.76,3.613,30.30,1.21
'17-Jun-2018 17:00:00',11.98,0.0,75.64,3.182,2.56,1.17
'17-Jun-2018 18:00:00',11.28,0.0,79.08,2.334,0.00,1.14
'17-Jun-2018 19:00:00',11.11,0.0,79.47,2.314,0.00,1.12
'17-Jun-2018 20:00:00',10.95,0.0,79.74,2.272,0.00,1.11
'17-Jun-2018 21:00:00',10.87,0.0,79.53,2.639,0.00,1.11
'17-Jun-2018 22:00:00',11.01,0.0,77.44,3.066,0.00,1.10
'17-Jun-2018 23:00:00',10.42,0.0,78.81,2.221,0.00,1.06
'18-Jun-2018 00:00:00',10.16,0.0,78.13,2.093,0.00,1.03
'18-Jun-2018 01:00:00',9.92,0.0,79.63,1.545,0.00,1.03
'18-Jun-2018 02:00:00',10.65,0.0,75.89,2.123,0.00,1.05
'18-Jun-2018 03:00:00',10.48,0.0,76.51,1.773,0.00,1.04
'18-Jun-2018 04:00:00',10.11,0.0,77.95,1.164,0.00,1.02
'18-Jun-2018 05:00:00',10.32,0.0,75.11,2.298,0.00,1.02
'18-Jun-2018 06:00:00',9.67,0.0,76.45,1.650,0.00,0.97
'18-Jun-2018 07:00:00',9.93,0.0,73.25,2.110,0.57,0.96
'18-Jun-2018 08:00:00',10.19,0.0,71.39,1.725,14.32,0.97
'18-Jun-2018 09:00:00',10.33,0.0,69.24,1.368,69.70,0.96
'18-Jun-2018 10:00:00',11.54,0.0,64.87,2.348,155.48,1.03
'18-Jun-2018 11:00:00',12.72,0.0,59.94,2.531,305.26,1.09
'18-Jun-2018 12:00:00',12.32,0.0,60.75,2.168,151.36,1.06
'18-Jun-2018 13:00:00',12.26,0.0,60.53,2.063,137.69,1.06
'18-Jun-2018 14:00:00',12.34,0.0,59.64,2.069,204.03,1.05
'18-Jun-2018 15:00:00',11.74,0.0,62.63,2.049,111.10,1.02
'18-Jun-2018 16:00:00',10.44,0.0,66.15,1.231,24.16,0.94
'18-Jun-2018 17:00:00',8.57,0.0,74.25,0.000,3.41,0.87
'18-Jun-2018 18:00:00',6.95,0.0,82.10,0.000,0.00,0.83
'18-Jun-2018 19:00:00',6.07,0.0,86.73,0.000,0.00,0.81
'18-Jun-2018 20:00:00',6.30,0.0,88.13,0.000,0.00,0.84
'18-Jun-2018 21:00:00',5.63,0.0,89.85,0.000,0.00,0.82
'18-Jun-2018 22:00:00',5.05,0.0,91.73,0.000,0.00,0.80
'18-Jun-2018 23:00:00',4.40,0.0,92.48,0.000,0.00,0.76
'19-Jun-2018 00:00:00',3.65,0.0,93.33,0.000,0.00,0.73
'19-Jun-2018 01:00:00',3.07,0.0,93.98,0.000,0.00,0.70
'19-Jun-2018 02:00:00',2.74,0.0,94.33,0.000,0.00,0.69
'19-Jun-2018 03:00:00',2.70,0.0,94.65,0.000,0.00,0.69
'19-Jun-2018 04:00:00',2.27,0.0,94.65,0.000,0.00,0.67
'19-Jun-2018 05:00:00',1.63,0.0,94.83,0.000,0.00,0.64
'19-Jun-2018 06:00:00',2.41,0.0,95.15,0.000,0.00,0.68
'19-Jun-2018 07:00:00',2.70,0.0,95.23,0.000,0.79,0.70
'19-Jun-2018 08:00:00',2.96,0.0,95.28,0.112,26.64,0.71
'19-Jun-2018 09:00:00',4.65,0.0,91.10,0.926,95.46,0.78
'19-Jun-2018 10:00:00',8.30,0.0,79.04,0.395,237.01,0.90
'19-Jun-2018 11:00:00',10.60,0.0,72.36,1.303,319.29,1.01
'19-Jun-2018 12:00:00',11.90,0.0,70.12,1.430,342.44,1.11
'19-Jun-2018 13:00:00',13.25,0.0,63.73,1.399,319.91,1.18
'19-Jun-2018 14:00:00',14.07,0.0,61.08,0.642,245.98,1.23
'19-Jun-2018 15:00:00',13.30,0.0,63.91,0.692,174.44,1.19
'19-Jun-2018 16:00:00',12.41,0.0,66.93,0.022,51.57,1.13
'19-Jun-2018 17:00:00',9.70,0.0,78.40,0.000,3.09,1.01
'19-Jun-2018 18:00:00',7.93,0.0,86.60,0.000,0.00,0.94
'19-Jun-2018 19:00:00',8.32,0.0,80.91,0.003,0.00,0.93
'19-Jun-2018 20:00:00',6.91,0.0,85.90,0.000,0.00,0.87
'19-Jun-2018 21:00:00',5.70,0.0,90.85,0.000,0.00,0.83
'19-Jun-2018 22:00:00',5.04,0.0,92.48,0.000,0.00,0.80
'19-Jun-2018 23:00:00',4.42,0.0,93.40,0.000,0.00,0.78
'20-Jun-2018 00:00:00',4.27,0.0,94.13,0.000,0.00,0.77
'20-Jun-2018 01:00:00',3.89,0.0,94.40,0.000,0.00,0.75
'20-Jun-2018 02:00:00',3.52,0.0,94.55,0.000,0.00,0.73
'20-Jun-2018 03:00:00',3.17,0.0,94.80,0.000,0.00,0.72
'20-Jun-2018 04:00:00',3.06,0.0,94.98,0.048,0.00,0.71
'20-Jun-2018 05:00:00',2.79,0.0,95.03,0.000,0.00,0.70
'20-Jun-2018 06:00:00',2.65,0.0,95.18,0.000,0.00,0.69
'20-Jun-2018 07:00:00',3.29,0.0,95.35,0.024,0.68,0.73
'20-Jun-2018 08:00:00',3.51,0.0,95.15,0.000,26.37,0.74
'20-Jun-2018 09:00:00',5.39,0.0,94.95,0.002,89.64,0.85
'20-Jun-2018 10:00:00',8.77,0.0,80.57,0.161,173.69,0.97
'20-Jun-2018 11:00:00',11.75,0.0,65.38,1.795,194.23,1.05
'20-Jun-2018 12:00:00',12.97,0.0,59.81,2.255,196.80,1.11
'20-Jun-2018 13:00:00',13.45,0.0,58.14,2.540,198.20,1.14
'20-Jun-2018 14:00:00',14.36,0.0,55.04,2.447,261.60,1.21
'20-Jun-2018 15:00:00',14.91,0.0,48.58,3.419,216.09,1.19
'20-Jun-2018 16:00:00',14.45,0.0,47.17,3.112,52.06,1.13
'20-Jun-2018 17:00:00',13.43,0.0,51.69,2.402,4.74,1.07
'20-Jun-2018 18:00:00',12.60,0.0,56.29,1.684,0.00,1.03
'20-Jun-2018 19:00:00',11.54,0.0,59.53,0.385,0.00,0.97
'20-Jun-2018 20:00:00',10.59,0.0,63.08,0.629,0.00,0.92
'20-Jun-2018 21:00:00',9.48,0.0,67.69,1.180,0.00,0.87
'20-Jun-2018 22:00:00',8.68,0.0,72.33,0.949,0.00,0.86
'20-Jun-2018 23:00:00',8.14,0.0,75.17,0.263,0.00,0.84
'21-Jun-2018 00:00:00',8.10,0.0,73.63,0.913,0.00,0.83
'21-Jun-2018 01:00:00',8.22,0.0,72.97,0.893,0.00,0.83
'21-Jun-2018 02:00:00',7.16,0.0,76.84,0.932,0.00,0.79
'21-Jun-2018 03:00:00',6.23,0.0,81.09,0.238,0.00,0.78
'21-Jun-2018 04:00:00',4.62,0.0,87.80,0.000,0.00,0.74
'21-Jun-2018 05:00:00',3.59,0.0,91.88,0.000,0.00,0.71
'21-Jun-2018 06:00:00',3.67,0.0,93.15,0.000,0.00,0.73
'21-Jun-2018 07:00:00',3.65,0.0,93.88,0.000,0.65,0.74
'21-Jun-2018 08:00:00',4.09,0.0,94.33,0.000,23.63,0.77
'21-Jun-2018 09:00:00',7.41,0.0,82.51,0.582,94.59,0.89
'21-Jun-2018 10:00:00',10.13,0.0,69.49,1.053,234.64,0.96
'21-Jun-2018 11:00:00',12.53,0.0,60.25,1.078,303.66,1.08
'21-Jun-2018 12:00:00',13.99,0.0,55.86,1.184,353.58,1.18
'21-Jun-2018 13:00:00',14.11,0.0,51.01,0.790,331.66,1.15
'21-Jun-2018 14:00:00',14.49,0.0,44.92,0.706,309.61,1.13
'21-Jun-2018 15:00:00',13.45,0.0,55.20,0.756,223.36,1.11
'21-Jun-2018 16:00:00',12.19,0.0,61.23,0.314,42.12,1.05
'21-Jun-2018 17:00:00',10.02,0.0,71.63,0.000,3.92,0.97
'21-Jun-2018 18:00:00',8.26,0.0,80.13,0.000,0.00,0.90
'21-Jun-2018 19:00:00',7.84,0.0,83.13,0.000,0.00,0.90
'21-Jun-2018 20:00:00',8.58,0.0,80.09,0.016,0.00,0.93
'21-Jun-2018 21:00:00',7.35,0.0,83.93,0.005,0.00,0.88
'21-Jun-2018 22:00:00',8.69,0.0,79.25,0.516,0.00,0.93
'21-Jun-2018 23:00:00',9.23,0.0,76.37,0.673,0.00,0.93
'22-Jun-2018 00:00:00',9.22,0.0,75.79,0.283,0.00,0.93
'22-Jun-2018 01:00:00',9.11,0.0,74.84,1.286,0.00,0.91
'22-Jun-2018 02:00:00',7.97,0.0,79.13,0.721,0.00,0.87
'22-Jun-2018 03:00:00',7.37,0.0,80.68,1.354,0.00,0.84
'22-Jun-2018 04:00:00',6.96,0.0,81.38,0.791,0.00,0.82
'22-Jun-2018 05:00:00',6.55,0.0,81.93,1.095,0.00,0.80
'22-Jun-2018 06:00:00',6.14,0.0,82.63,1.034,0.00,0.78
'22-Jun-2018 07:00:00',6.57,0.0,80.75,1.054,0.92,0.79
'22-Jun-2018 08:00:00',6.71,0.0,80.47,0.853,24.55,0.81
'22-Jun-2018 09:00:00',9.01,0.0,72.15,1.986,88.61,0.88
'22-Jun-2018 10:00:00',10.78,0.0,67.01,1.983,234.74,0.98
'22-Jun-2018 11:00:00',12.32,0.0,63.46,1.788,313.03,1.08
'22-Jun-2018 12:00:00',13.46,0.0,59.96,1.650,347.24,1.16
'22-Jun-2018 13:00:00',14.29,0.0,52.64,1.358,334.74,1.18
'22-Jun-2018 14:00:00',14.25,0.0,50.35,0.737,223.99,1.15
'22-Jun-2018 15:00:00',14.00,0.0,50.48,0.757,150.73,1.12
'22-Jun-2018 16:00:00',13.47,0.0,52.86,1.648,42.91,1.09
'22-Jun-2018 17:00:00',12.31,0.0,59.29,1.811,3.80,1.04
'22-Jun-2018 18:00:00',10.67,0.0,68.21,1.742,0.00,0.97
'22-Jun-2018 19:00:00',9.80,0.0,70.88,2.266,0.00,0.93
'22-Jun-2018 20:00:00',9.31,0.0,72.27,2.375,0.00,0.90
'22-Jun-2018 21:00:00',8.82,0.0,73.39,2.303,0.00,0.87
'22-Jun-2018 22:00:00',8.41,0.0,74.32,2.570,0.00,0.85
'22-Jun-2018 23:00:00',8.08,0.0,75.37,2.696,0.00,0.84
'23-Jun-2018 00:00:00',7.72,0.0,76.97,2.104,0.00,0.83
'23-Jun-2018 01:00:00',7.67,0.0,76.78,2.244,0.00,0.82
'23-Jun-2018 02:00:00',7.80,0.0,75.54,2.536,0.00,0.82
'23-Jun-2018 03:00:00',7.58,0.0,76.75,2.669,0.00,0.82
'23-Jun-2018 04:00:00',7.59,0.0,76.69,2.563,0.00,0.82
'23-Jun-2018 05:00:00',7.63,0.0,76.06,2.876,0.00,0.81
'23-Jun-2018 06:00:00',7.53,0.0,76.74,2.523,0.00,0.81
'23-Jun-2018 07:00:00',7.85,0.0,76.22,2.620,0.76,0.83
'23-Jun-2018 08:00:00',8.75,0.0,72.90,2.934,28.82,0.87
'23-Jun-2018 09:00:00',9.46,0.0,71.03,2.222,39.84,0.90
'23-Jun-2018 10:00:00',10.17,0.0,70.43,2.208,98.65,0.96
'23-Jun-2018 11:00:00',11.01,0.0,68.34,2.109,82.44,1.01
'23-Jun-2018 12:00:00',11.34,0.0,69.19,1.601,65.35,1.04
'23-Jun-2018 13:00:00',11.64,0.0,71.61,0.828,51.85,1.10
'23-Jun-2018 14:00:00',11.48,0.0,79.79,0.864,37.40,1.17
'23-Jun-2018 15:00:00',11.16,0.2,88.35,0.356,39.64,1.22
'23-Jun-2018 16:00:00',10.93,1.0,92.63,0.506,20.96,1.24
'23-Jun-2018 17:00:00',10.43,0.0,93.93,0.000,2.68,1.21
'23-Jun-2018 18:00:00',10.41,0.0,94.40,0.000,0.00,1.21
'23-Jun-2018 19:00:00',10.18,0.0,94.78,0.113,0.00,1.19
'23-Jun-2018 20:00:00',10.10,0.0,94.95,0.014,0.00,1.19
'23-Jun-2018 21:00:00',9.56,0.0,94.45,0.000,0.00,1.14
'23-Jun-2018 22:00:00',9.08,0.0,94.48,0.000,0.00,1.10
'23-Jun-2018 23:00:00',8.85,0.0,94.65,0.000,0.00,1.09
'24-Jun-2018 00:00:00',8.10,0.0,94.23,0.000,0.00,1.03
'24-Jun-2018 01:00:00',7.29,0.0,93.60,0.000,0.00,0.96
'24-Jun-2018 02:00:00',7.26,0.0,93.50,0.056,0.00,0.96
'24-Jun-2018 03:00:00',7.92,0.0,91.10,0.005,0.00,0.98
